variant,product_id,is_stockout_sku_day,sku_days,net_prediction_delta,positive_prediction_delta,product_name
conservative_total_conservative_profile,208,False,55,0.0,0.0,Чак-чак 270
conservative_total_conservative_profile,586,False,2,0.0,0.0,Паштет чернослив постный
conservative_total_conservative_profile,1396,False,29,0.0,0.0,Добрый 300 Томат
conservative_total_conservative_profile,1744,False,5,0.0,0.0,Клубника и банан ЗКЗ
conservative_total_conservative_profile,1964,False,2,0.0,0.0,Зур Балиш Байрам
conservative_total_conservative_profile,1987,False,1,0.0,0.0,Треугольник мини с говядиной ЗКЗ
conservative_total_conservative_profile,3045,False,18,0.0,0.0,Чак-чак 350 Т
conservative_total_conservative_profile,3046,False,31,0.0,0.0,Чак-чак шарики Т
conservative_total_conservative_profile,4041,False,1,0.0,0.0,Треугольник мини с курицей ЗКЗ
conservative_total_conservative_profile,4189,False,1,0.0,0.0,Элеш мини ЗКЗ
conservative_total_conservative_profile,4271,False,118,-0.021755718492422915,0.0,"Квас 0,45"
conservative_total_conservative_profile,4749,False,1,0.0,0.0,Пирожок яблоко пост
conservative_total_conservative_profile,4917,False,6,0.0,0.0,Салат Цезарь 150
conservative_total_conservative_profile,4919,False,8,0.0,0.0,Крабовый 150
conservative_total_conservative_profile,4920,False,8,0.0,0.0,Сельдь под шубой 150
conservative_total_conservative_profile,4921,False,6,0.0,0.0,Курица по-корейски 150
conservative_total_conservative_profile,4922,False,8,0.0,0.0,Оливье 150
conservative_total_conservative_profile,4925,False,3,0.0,0.0,Винегрет 150
conservative_total_conservative_profile,4933,False,2,0.0,0.0,Манты с говядиной 180
conservative_total_conservative_profile,4939,False,1,0.0,0.0,Блины с курицей 200
conservative_total_conservative_profile,5112,False,1,0.0,0.0,250 Гречка с мясом
conservative_total_conservative_profile,5113,False,3,0.0,0.0,250 Карт дерев котл кур
conservative_total_conservative_profile,5116,False,2,0.0,0.0,250 Карт пюре котл кур
conservative_total_conservative_profile,5118,False,4,0.0,0.0,250 Пюре карт Фрикадельки слив соус
conservative_total_conservative_profile,5119,False,5,0.0,0.0,250 Рис овощи Фрикадельки слив соус
conservative_total_conservative_profile,5120,False,2,0.0,0.0,250 Плов курица
conservative_total_conservative_profile,5126,False,3,0.0,0.0,250 Макароны Бантики сосиска
conservative_total_conservative_profile,5260,False,50,0.0,0.0,Чай черн чабрец малый
conservative_total_conservative_profile,10067,False,1,0.0,0.0,Соба с курицей и овощами 250г
conservative_total_conservative_profile,10073,False,23,0.0,0.0,Чак-чак 200 Т
conservative_total_conservative_profile,10181,False,1,0.0,0.0,Суп лапша курица вес
conservative_total_conservative_profile,10224,False,117,-0.0003984125548767911,0.0,Салат Греческий вес
conservative_total_conservative_profile,10228,False,1,0.0,0.0,Сырный соус
conservative_total_conservative_profile,10240,False,21,0.0,0.0,Чай черн бергамот стандарт
conservative_total_conservative_profile,10241,False,35,0.0,0.0,Чай черн чабрец стандарт
conservative_total_conservative_profile,10246,False,2,0.0,0.0,250 Пюре карт Гуляш кур
conservative_total_conservative_profile,10305,False,6,0.0,0.0,Нежность 150
conservative_total_conservative_profile,10437,False,18,0.0,0.0,Горбуша саго ЗКЗ
conservative_total_conservative_profile,10449,False,10,0.0,0.0,Печенье Подарочное
conservative_total_conservative_profile,10456,False,15,0.0,0.0,Кисло-сладкий соус сеть
conservative_total_conservative_profile,10457,False,25,0.0,0.0,Сырный соус сеть
conservative_total_conservative_profile,10502,False,45,0.0,0.0,Добрый Лимон Лайм 330
conservative_total_conservative_profile,10540,False,1,0.0,0.0,Горбуша саго постный
conservative_total_conservative_profile,10559,False,2,0.0,0.0,Чак-чак 500 Т
conservative_total_conservative_profile,10560,False,23,0.0,0.0,Лапша 220 Т
conservative_total_conservative_profile,10561,False,49,0.0,0.0,Лапша 130 Т
conservative_total_conservative_profile,10622,False,4,0.0,0.0,Пакет для коробки от пиццы
conservative_total_conservative_profile,10660,False,1,0.0,0.0,Круассан малиновый ЦП
conservative_total_conservative_profile,10726,False,3,0.0,0.0,Васаби с соусничкой шт
conservative_total_conservative_profile,10746,False,4,0.0,0.0,Соус Мандарин
conservative_total_conservative_profile,10748,False,4,0.0,0.0,Соус Сливочно-чесночный
conservative_total_conservative_profile,10749,False,8,0.0,0.0,Кетчуп порц
conservative_total_conservative_profile,10774,False,15,0.0,0.0,Фитнес Упак
conservative_total_conservative_profile,10814,False,1,0.0,0.0,Пирог Клубничный мусс с мятой
conservative_total_conservative_profile,10881,False,34,0.0,0.0,"Персик,Черника Холодный чай"
conservative_total_conservative_profile,10979,False,1,0.0,0.0,"Персик,Черника 600 Холодный чай"
conservative_total_conservative_profile,11051,False,151,0.0,0.0,Школьное пирожное
conservative_total_conservative_profile,11186,False,1,0.0,0.0,"Стакан 0,3"
conservative_total_conservative_profile,11298,False,1,0.0,0.0,Роллы Креветка кунжут
conservative_total_conservative_profile,11307,False,1,0.0,0.0,Пирог с черносливом и грец орехом ЗКЗ
conservative_total_conservative_profile,11426,False,1,0.0,0.0,Капуста и курица ЗКЗ
conservative_total_conservative_profile,11427,False,1,0.0,0.0,Клубника и банан НОВЫЙ ЗКЗ
conservative_total_conservative_profile,11499,False,18,0.0,0.0,"Добрый 0,33л ж/б Кола Дыня газ"
conservative_total_conservative_profile,11520,False,21,-1.5804367408502178,0.0,Тартин со злаками Упак
conservative_total_conservative_profile,11532,False,96,-0.10986058833972023,0.0,Поке с лососем
conservative_total_conservative_profile,11533,False,1,0.0,0.0,Поке с крабом и икрой
conservative_total_conservative_profile,11534,False,97,-0.0043727603381436,0.0,Роллы зап. с курицей
conservative_total_conservative_profile,11541,False,20,0.0,0.0,Американо 300 СК
conservative_total_conservative_profile,11562,False,181,-0.35637605841054965,0.0,Кукис Фисташковый ЦП
conservative_total_conservative_profile,11565,False,42,0.0,0.0,Роллы тубус Филадельфия
conservative_total_conservative_profile,11566,False,43,0.0,0.0,Роллы тубус Вулкан с курицей
conservative_total_conservative_profile,11567,False,57,0.0,0.0,Жар ролл ветчина
conservative_total_conservative_profile,11568,False,56,0.0,0.0,Жар ролл краб
conservative_total_conservative_profile,11569,False,27,0.0,0.0,Мексиканский ролл с курицей
conservative_total_conservative_profile,11570,False,46,0.0,0.0,Мини бургер с котлетой
conservative_total_conservative_profile,11571,False,80,0.0,0.0,Белая Дама торт ЦП
conservative_total_conservative_profile,11572,False,37,0.0,0.0,Пирожок с картошкой
conservative_total_conservative_profile,11573,False,6,0.0,0.0,Пирожок с картошкой с луком фри
conservative_total_conservative_profile,11574,False,42,0.0,0.0,Пицца закрытая
conservative_total_conservative_profile,11576,False,138,0.0,0.0,Наполеон с бананом
conservative_total_conservative_profile,11577,False,101,0.0,0.0,Наполеон
conservative_total_conservative_profile,11596,False,136,0.0,0.0,Хлеб Здоровье
conservative_total_conservative_profile,11597,False,90,0.0,0.0,Хлеб Боярский
conservative_total_conservative_profile,11613,False,33,0.0,0.0,Пирог Изумрудный
conservative_total_conservative_profile,11615,False,23,0.0,0.0,Плетенка кленовая
conservative_total_conservative_profile,11616,False,19,0.0,0.0,Плетенка с черникой
conservative_total_conservative_profile,11617,False,24,0.0,0.0,Плетенка с земляникой
conservative_total_conservative_profile,11618,False,14,0.0,0.0,Тропический
conservative_total_conservative_profile,11619,False,24,0.0,0.0,Пирожок Курица рис
conservative_total_conservative_profile,11621,False,1,0.0,0.0,Пирог с Манго ЗКЗ
conservative_total_guarded_profile,10340,False,289,271.19598451206,467.3612152730148,Кыстыбый П
conservative_total_guarded_profile,1071,False,296,-181.11998145015187,460.0057705682459,Треугольник курица безд
conservative_total_guarded_profile,57,False,300,95.55744743669509,302.8460840583953,Сосиска в тесте
conservative_total_guarded_profile,1076,False,260,153.76323717072432,242.58543769082831,Треугольник говядина безд
conservative_total_guarded_profile,10346,False,292,138.8175371131427,232.94668370400467,Сосиска под шубой
conservative_total_guarded_profile,34,False,287,199.01738474167104,219.95418661414325,Беккен капуста
conservative_total_guarded_profile,11474,False,292,197.49802987697916,215.55992130282107,Маковка
conservative_total_guarded_profile,108,False,290,185.96620685190305,210.56828735623046,Сметанник
conservative_total_guarded_profile,10760,False,286,18.72993761819682,155.36116319210868,Пицца с колбасой
conservative_total_guarded_profile,10347,False,298,-40.23494198182659,150.46836214987195,Жар пицца с курицей
conservative_total_guarded_profile,10667,False,293,40.420086701405104,139.37502833908906,Элеш с курицей
conservative_total_guarded_profile,10485,False,295,105.3436113395254,135.6962207804317,ЖарПицца Пикантная
conservative_total_guarded_profile,205,False,280,-764.235677809424,110.72129404110005,Пакет спасибо
conservative_total_guarded_profile,4629,False,285,93.88748178354182,109.09036908281034,Конвертик курица
