cutoff,variant,scope,wape_delta,sku_day_wape_delta,under_delta,over_delta
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,clean_bakery_days,-0.0013545769252543138,-0.0016828847362213573,-20.97830764727405,-20.97830764727223
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,clean_sku_days,-0.0037942047470860274,-0.004213735522713202,-238.00326619503903,-469.58768153356505
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,adjusted_pairs_clean_sku_days,0.0036630732342706196,0.00024087508155068438,-314.6159660694866,327.26720710269
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,stable_routing_clean_sku_days,-0.003799153623859297,-0.004217128176811302,-238.1689878062898,-469.75340314480127
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,new_exact_routing_clean_sku_days,0.010909509018039776,0.010909509018039776,0.3081936297596428,0.3081936297596357
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,stable_tier1_membership_clean_sku_days,9.073384140312335e-05,-6.991662807254162e-05,-4.24454048415646,-6.837471804952656
cutoff_20260705,demand_adjusted_blend_0.25_guarded_routing,new_tier1_member_clean_sku_days,-0.06915192042704188,-0.07173171101771603,-223.41861197294656,-452.4100959906573
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,all_holdout,-0.00264503390544224,-0.003543404138372841,-308.0119283918175,-308.0119283918175
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,clean_bakery_days,-0.0013780007126042992,-0.001683080698232975,-20.980750447590253,-20.980750447586615
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,clean_sku_days,-0.0038332638728704183,-0.004206591480625965,-236.2716483537224,-470.119637107593
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,adjusted_pairs_clean_sku_days,0.0036441791201420326,0.00038857397350977596,-311.55974634975973,331.96842858644595
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,stable_routing_clean_sku_days,-0.003838225292260411,-0.004210574248811327,-236.48710252615274,-470.33509128002333
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,new_exact_routing_clean_sku_days,0.01090771553035963,0.01090771553035963,0.3081429637326707,0.3081429637326707
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,stable_tier1_membership_clean_sku_days,8.362394165906117e-05,-6.0942868982283294e-05,-3.9473417217377573,-5.712300649684039
cutoff_20260705,demand_adjusted_blend_0.5_guarded_routing,new_tier1_member_clean_sku_days,-0.06972847284496497,-0.07213658052682059,-223.78010179373086,-455.8631316196379
cutoff_20260705,demand_adjusted_blend_0.75_guarded_routing,all_holdout,-0.0026710936407676744,-0.0035173298009945064,-305.7454054032569,-305.74540540324233
cutoff_20260705,demand_adjusted_blend_0.75_guarded_routing,clean_bakery_days,-0.0013985078395697403,-0.0016827521841374926,-20.976655295015007,-20.976655295013188
cutoff_20260705,demand_adjusted_blend_0.75_guarded_routing,clean_sku_days,-0.003870062187706136,-0.004198008754529914,-234.48862895264756,-470.46140343049774
cutoff_20260705,demand_adjusted_blend_0.75_guarded_routing,adjusted_pairs_clean_sku_days,0.0036255964547819985,0.0005361129995494762,-308.4618040752757,336.61953103761334
cutoff_20260705,demand_adjusted_blend_0.75_guarded_routing,stable_routing_clean_sku_days,-0.0038750353881671362,-0.004202582083247863,-234.75389380115666,-470.7266682790214
cutoff_20260705,demand_adjusted_blend_0.75_guarded_routing,new_exact_routing_clean_sku_days,0.010905920207404662,0.010905920207404662,0.3080922458591928,0.3080922458591857
