scenario,stockout_shortfall_after,stockout_shortfall_reduction,stockout_cases_fixed,stockout_new_underforecast,normal_mae_after,normal_mae_delta,normal_new_underforecast,recurrent_shortfall_reduction,universe_mae_after,universe_mae_delta,universe_shortfall_delta,universe_new_underforecast,eligible_rows,shifted_units,max_bakery_total_delta,allocation_method,signal_mode,strength,budget,donor_rule,passes_gates
positive_capacity_regime_q90m50_strength_0.25_budget_0.0050,1291.245092405359,0.0,0,0,4.832521958376415,1.6295346210171147e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.09607736125279676,0.0,positive_capacity,regime,0.25,0.005,q90m50,False
positive_capacity_regime_q90m50_strength_0.25_budget_0.0100,1291.245092405359,0.0,0,0,4.832521958376415,1.6295346210171147e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.09607736125279676,0.0,positive_capacity,regime,0.25,0.01,q90m50,False
positive_capacity_regime_q95m20_strength_0.50_budget_0.0025,1291.245092405359,0.0,0,0,4.832530114417868,2.4451387663049218e-05,0,0.0,2.017623558628894,-9.939984413342984e-07,-0.048374922131188214,0,3643,0.4161372189915715,0.0,positive_capacity,regime,0.5,0.0025,q95m20,False
positive_capacity_regime_q95m20_strength_0.50_budget_0.0050,1291.245092405359,0.0,0,0,4.832530114417868,2.4451387663049218e-05,0,0.0,2.017623558628894,-9.939984413342984e-07,-0.048374922131188214,0,3643,0.4161372189915715,0.0,positive_capacity,regime,0.5,0.005,q95m20,False
positive_capacity_regime_q95m20_strength_0.50_budget_0.0100,1291.245092405359,0.0,0,0,4.832530114417868,2.4451387663049218e-05,0,0.0,2.017623558628894,-9.939984413342984e-07,-0.048374922131188214,0,3643,0.4161372189915715,0.0,positive_capacity,regime,0.5,0.01,q95m20,False
positive_capacity_regime_q90m50_strength_0.50_budget_0.0025,1291.245092405359,0.0,0,0,4.832538319119723,3.265608951785737e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.1925403037973792,0.0,positive_capacity,regime,0.5,0.0025,q90m50,False
positive_capacity_regime_q90m50_strength_0.50_budget_0.0050,1291.245092405359,0.0,0,0,4.832538319119723,3.265608951785737e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.1925403037973792,0.0,positive_capacity,regime,0.5,0.005,q90m50,False
positive_capacity_regime_q90m50_strength_0.50_budget_0.0100,1291.245092405359,0.0,0,0,4.832538319119723,3.265608951785737e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.1925403037973792,0.0,positive_capacity,regime,0.5,0.01,q90m50,False
positive_capacity_regime_q95m20_strength_0.75_budget_0.0025,1291.245092405359,0.0,0,0,4.832554216077594,4.8553047388821824e-05,0,0.0,2.0176244884655796,-6.416175590828743e-08,-0.003122560156043619,0,3643,0.5582406047344903,0.0,positive_capacity,regime,0.75,0.0025,q95m20,False
positive_capacity_regime_q95m20_strength_0.75_budget_0.0050,1291.245092405359,0.0,0,0,4.832554216077594,4.8553047388821824e-05,0,0.0,2.0176244884655796,-6.416175590828743e-08,-0.003122560156043619,0,3643,0.5582406047344903,0.0,positive_capacity,regime,0.75,0.005,q95m20,False
positive_capacity_regime_q95m20_strength_0.75_budget_0.0100,1291.245092405359,0.0,0,0,4.832554216077594,4.8553047388821824e-05,0,0.0,2.0176244884655796,-6.416175590828743e-08,-0.003122560156043619,0,3643,0.5582406047344903,0.0,positive_capacity,regime,0.75,0.01,q95m20,False
positive_capacity_regime_q90m50_strength_0.75_budget_0.0025,1291.245092405359,0.0,0,0,4.832554745684134,4.9082653928778086e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.2893913275622737,0.0,positive_capacity,regime,0.75,0.0025,q90m50,False
positive_capacity_regime_q90m50_strength_0.75_budget_0.0050,1291.245092405359,0.0,0,0,4.832554745684134,4.9082653928778086e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.2893913275622737,0.0,positive_capacity,regime,0.75,0.005,q90m50,False
positive_capacity_regime_q90m50_strength_0.75_budget_0.0100,1291.245092405359,0.0,0,0,4.832554745684134,4.9082653928778086e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.2893913275622737,0.0,positive_capacity,regime,0.75,0.01,q90m50,False
positive_capacity_regime_q90m50_strength_1.00_budget_0.0025,1291.245092405359,0.0,0,0,4.832571238497361,6.557546715590945e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.386632954350957,0.0,positive_capacity,regime,1.0,0.0025,q90m50,False
positive_capacity_regime_q90m50_strength_1.00_budget_0.0050,1291.245092405359,0.0,0,0,4.832571238497361,6.557546715590945e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.386632954350957,0.0,positive_capacity,regime,1.0,0.005,q90m50,False
positive_capacity_regime_q90m50_strength_1.00_budget_0.0100,1291.245092405359,0.0,0,0,4.832571238497361,6.557546715590945e-05,0,0.0,2.0176245526273355,0.0,0.0,0,3643,0.386632954350957,0.0,positive_capacity,regime,1.0,0.01,q90m50,False
positive_capacity_regime_q95m20_strength_1.00_budget_0.0025,1291.245092405359,0.0,0,0,4.832578552378931,7.288934872562436e-05,0,0.0,2.0176254387030284,8.86075692818622e-07,0.04312264574400615,0,3643,0.7017274374165228,0.0,positive_capacity,regime,1.0,0.0025,q95m20,False
positive_capacity_regime_q95m20_strength_1.00_budget_0.0050,1291.245092405359,0.0,0,0,4.832578552378931,7.288934872562436e-05,0,0.0,2.0176254387030284,8.86075692818622e-07,0.04312264574400615,0,3643,0.7017274374165228,0.0,positive_capacity,regime,1.0,0.005,q95m20,False
positive_capacity_regime_q95m20_strength_1.00_budget_0.0100,1291.245092405359,0.0,0,0,4.832578552378931,7.288934872562436e-05,0,0.0,2.0176254387030284,8.86075692818622e-07,0.04312264574400615,0,3643,0.7017274374165228,0.0,positive_capacity,regime,1.0,0.01,q95m20,False
positive_capacity_stable_q75_strength_0.25_budget_0.0025,1286.993613714307,4.251478691051943,0,0,4.831441143263998,-0.0010645197662073613,0,2.33944669851104,2.0173709090536787,-0.00025364357365686985,-12.344071799161611,1,3643,44.36970601081038,4.547473508864641e-13,positive_capacity,stable,0.25,0.0025,q75,False
positive_capacity_stable_q75_strength_0.25_budget_0.0050,1286.993613714307,4.251478691051943,0,0,4.831441143263998,-0.0010645197662073613,0,2.33944669851104,2.0173709090536787,-0.00025364357365686985,-12.344071799161611,1,3643,44.36970601081038,4.547473508864641e-13,positive_capacity,stable,0.25,0.005,q75,False
positive_capacity_stable_q75_strength_0.25_budget_0.0100,1286.993613714307,4.251478691051943,0,0,4.831441143263998,-0.0010645197662073613,0,2.33944669851104,2.0173709090536787,-0.00025364357365686985,-12.344071799161611,1,3643,44.36970601081038,4.547473508864641e-13,positive_capacity,stable,0.25,0.01,q75,False
positive_capacity_regime_q75_strength_0.25_budget_0.0025,1287.1952785849098,4.049813820449117,0,0,4.831503788610379,-0.00100187441982591,0,2.3149020027773304,2.0173815615961574,-0.00024299103117808585,-11.825644514334272,1,3643,44.462810843757254,4.547473508864641e-13,positive_capacity,regime,0.25,0.0025,q75,False
positive_capacity_regime_q75_strength_0.25_budget_0.0050,1287.1952785849098,4.049813820449117,0,0,4.831503788610379,-0.00100187441982591,0,2.3149020027773304,2.0173815615961574,-0.00024299103117808585,-11.825644514334272,1,3643,44.462810843757254,4.547473508864641e-13,positive_capacity,regime,0.25,0.005,q75,False
positive_capacity_regime_q75_strength_0.25_budget_0.0100,1287.1952785849098,4.049813820449117,0,0,4.831503788610379,-0.00100187441982591,0,2.3149020027773304,2.0173815615961574,-0.00024299103117808585,-11.825644514334272,1,3643,44.462810843757254,4.547473508864641e-13,positive_capacity,regime,0.25,0.01,q75,False
positive_capacity_stable_q75_strength_0.50_budget_0.0025,1283.4806826168108,7.764409788548164,0,0,4.8304922994410715,-0.002013363589133732,1,4.5236008755133525,2.017174540648923,-0.00045001197841232354,-21.900732953392435,5,3643,83.39183541686846,4.547473508864641e-13,positive_capacity,stable,0.5,0.0025,q75,False
positive_capacity_stable_q75_strength_0.50_budget_0.0050,1283.4806826168108,7.764409788548164,0,0,4.8304922994410715,-0.002013363589133732,1,4.5236008755133525,2.017174540648923,-0.00045001197841232354,-21.900732953392435,5,3643,83.39183541686846,4.547473508864641e-13,positive_capacity,stable,0.5,0.005,q75,False
positive_capacity_stable_q75_strength_0.50_budget_0.0100,1283.4806826168108,7.764409788548164,0,0,4.8304922994410715,-0.002013363589133732,1,4.5236008755133525,2.017174540648923,-0.00045001197841232354,-21.900732953392435,5,3643,83.39183541686846,4.547473508864641e-13,positive_capacity,stable,0.5,0.01,q75,False
positive_capacity_regime_q75_strength_0.50_budget_0.0025,1283.834511531492,7.410580873867048,0,0,4.8306487828122835,-0.0018568802179217414,1,4.483205137263326,2.017191004124355,-0.0004335485029804964,-21.099504994534072,5,3643,84.64663460956197,4.547473508864641e-13,positive_capacity,regime,0.5,0.0025,q75,False
positive_capacity_regime_q75_strength_0.50_budget_0.0050,1283.834511531492,7.410580873867048,0,0,4.8306487828122835,-0.0018568802179217414,1,4.483205137263326,2.017191004124355,-0.0004335485029804964,-21.099504994534072,5,3643,84.64663460956197,4.547473508864641e-13,positive_capacity,regime,0.5,0.005,q75,False
positive_capacity_regime_q75_strength_0.50_budget_0.0100,1283.834511531492,7.410580873867048,0,0,4.8306487828122835,-0.0018568802179217414,1,4.483205137263326,2.017191004124355,-0.0004335485029804964,-21.099504994534072,5,3643,84.64663460956197,4.547473508864641e-13,positive_capacity,regime,0.5,0.01,q75,False
positive_capacity_stable_q75_strength_0.75_budget_0.0025,1280.5717431842063,10.673349221152648,0,0,4.829775202491974,-0.0027304605382312275,1,6.198246660513405,2.017033825176456,-0.0005907274508794025,-28.74893285194412,6,3643,116.73689990655681,4.547473508864641e-13,positive_capacity,stable,0.75,0.0025,q75,False
positive_capacity_stable_q75_strength_0.75_budget_0.0050,1280.5717431842063,10.673349221152648,0,0,4.829775202491974,-0.0027304605382312275,1,6.198246660513405,2.017033825176456,-0.0005907274508794025,-28.74893285194412,6,3643,116.73689990655681,4.547473508864641e-13,positive_capacity,stable,0.75,0.005,q75,False
positive_capacity_stable_q75_strength_0.75_budget_0.0100,1280.5717431842063,10.673349221152648,0,0,4.829775202491974,-0.0027304605382312275,1,6.198246660513405,2.017033825176456,-0.0005907274508794025,-28.74893285194412,6,3643,116.73689990655681,4.547473508864641e-13,positive_capacity,stable,0.75,0.01,q75,False
positive_capacity_regime_q75_strength_0.75_budget_0.0025,1281.0587206763842,10.186371728974791,1,0,4.830048585052454,-0.0024570779777510765,1,6.144855703541168,2.0170603550953357,-0.0005641975319998771,-27.45780128982733,6,3643,118.62499674455108,4.547473508864641e-13,positive_capacity,regime,0.75,0.0025,q75,False
positive_capacity_regime_q75_strength_0.75_budget_0.0050,1281.0587206763842,10.186371728974791,1,0,4.830048585052454,-0.0024570779777510765,1,6.144855703541168,2.0170603550953357,-0.0005641975319998771,-27.45780128982733,6,3643,118.62499674455108,4.547473508864641e-13,positive_capacity,regime,0.75,0.005,q75,False
positive_capacity_regime_q75_strength_0.75_budget_0.0100,1281.0587206763842,10.186371728974791,1,0,4.830048585052454,-0.0024570779777510765,1,6.144855703541168,2.0170603550953357,-0.0005641975319998771,-27.45780128982733,6,3643,118.62499674455108,4.547473508864641e-13,positive_capacity,regime,0.75,0.01,q75,False
positive_capacity_stable_q75_strength_1.00_budget_0.0050,1277.7181308259737,13.526961579385215,0,0,4.829024484077364,-0.0034811789528408354,1,7.850112579837514,2.016903923221195,-0.0007206294061403717,-35.070871308635105,7,3643,145.95862819709822,2.2737367544323206e-13,positive_capacity,stable,1.0,0.005,q75,False
positive_capacity_stable_q75_strength_1.00_budget_0.0100,1277.7181308259737,13.526961579385215,0,0,4.829024484077364,-0.0034811789528408354,1,7.850112579837514,2.016903923221195,-0.0007206294061403717,-35.070871308635105,7,3643,145.95862819709822,2.2737367544323206e-13,positive_capacity,stable,1.0,0.01,q75,False
positive_capacity_stable_q75_strength_1.00_budget_0.0025,1277.8958281794748,13.349264225884099,0,0,4.828992127659737,-0.003513535370467835,1,7.850112579837514,2.0169037873581233,-0.0007207652692122757,-35.07748335675569,7,3643,145.2393959847298,2.2737367544323206e-13,positive_capacity,stable,1.0,0.0025,q75,False
positive_capacity_regime_q75_strength_1.00_budget_0.0050,1278.4175190908613,12.827573314497613,1,0,4.82943479533033,-0.0030708676998756346,1,7.7703855125663495,2.016942233307226,-0.0006823193201093147,-33.206434351741336,7,3643,148.56570913213432,2.2737367544323206e-13,positive_capacity,regime,1.0,0.005,q75,False
positive_capacity_regime_q75_strength_1.00_budget_0.0100,1278.4175190908613,12.827573314497613,1,0,4.82943479533033,-0.0030708676998756346,1,7.7703855125663495,2.016942233307226,-0.0006823193201093147,-33.206434351741336,7,3643,148.56570913213432,2.2737367544323206e-13,positive_capacity,regime,1.0,0.01,q75,False
positive_capacity_regime_q75_strength_1.00_budget_0.0025,1278.5952164443624,12.649875960996496,1,0,4.829402438912702,-0.0031032241175035225,1,7.7703855125663495,2.0169420974441548,-0.0006824551831807746,-33.213046399876475,7,3643,147.84647691976593,2.2737367544323206e-13,positive_capacity,regime,1.0,0.0025,q75,False
regime_strength_0.25_budget_0.010,1341.3336831004106,-50.08859069505161,3,28,4.721933047631025,-0.11057261539917995,20,-9.28145488688915,2.01313655311707,-0.00448799951026535,-218.417472166082,48,3643,1131.9869671333022,4.547473508864641e-13,renormalized_weights,regime,0.25,0.01,,False
regime_strength_0.25_budget_0.025,1341.7789211000209,-50.533828694661906,3,28,4.710704211321581,-0.12180145170862389,20,-9.404906851915712,2.0129919851443048,-0.004632567483030758,-225.45316169667058,48,3643,1213.6745570753521,4.547473508864641e-13,renormalized_weights,regime,0.25,0.025,,False
regime_strength_0.25_budget_0.050,1341.7789211000209,-50.533828694661906,3,28,4.710704211321581,-0.12180145170862389,20,-9.404906851915712,2.0129919851443048,-0.004632567483030758,-225.45316169667058,48,3643,1213.6745570753521,4.547473508864641e-13,renormalized_weights,regime,0.25,0.05,,False
stable_strength_0.25_budget_0.010,1344.3869276970509,-53.141835291691905,3,31,4.720507457030476,-0.1119982059997291,25,-9.003941739719835,2.0130950486293973,-0.004529503997938278,-220.43737106764456,56,3643,1145.0653925338527,4.547473508864641e-13,renormalized_weights,stable,0.25,0.01,,False
stable_strength_0.25_budget_0.025,1344.858220254303,-53.61312784894403,3,31,4.7095829111715375,-0.12292275185866774,25,-9.091874631196674,2.012950128004707,-0.004674424622628681,-227.4902231094602,56,3643,1224.388036482086,4.547473508864641e-13,renormalized_weights,stable,0.25,0.025,,False
stable_strength_0.25_budget_0.050,1344.858220254303,-53.61312784894403,3,31,4.7095829111715375,-0.12292275185866774,25,-9.091874631196674,2.012950128004707,-0.004674424622628681,-227.4902231094602,56,3643,1224.388036482086,4.547473508864641e-13,renormalized_weights,stable,0.25,0.05,,False
regime_strength_0.50_budget_0.010,1393.9688125470877,-102.72372014172879,4,55,4.663638852525347,-0.1688668105048583,62,-16.173710676927385,2.0104804686384656,-0.007144083988869898,-347.68113548634574,117,3643,1887.3140533522428,4.547473508864641e-13,renormalized_weights,regime,0.5,0.01,,False
regime_strength_0.50_budget_0.025,1399.2934454790573,-108.04835307369831,4,58,4.620146502345425,-0.21235916068478033,67,-17.276723246142637,2.0098513905960402,-0.0077731620312953,-378.29647657703026,125,3643,2235.916321913045,4.547473508864641e-13,renormalized_weights,regime,0.5,0.025,,False
regime_strength_0.50_budget_0.050,1400.131477303803,-108.88638489844402,4,59,4.611149136758394,-0.22135652627181113,67,-17.434990170649485,2.009759283861543,-0.007865268765792521,-382.7790350248397,126,3643,2303.259892114291,4.547473508864641e-13,renormalized_weights,regime,0.5,0.05,,False
stable_strength_0.50_budget_0.010,1398.0503715491245,-106.80527914376557,4,58,4.660145926667173,-0.17235973636303203,70,-16.044391265697186,2.0103262081903366,-0.007298344436998949,-355.18852871542913,128,3643,1916.4601342786482,4.547473508864641e-13,renormalized_weights,stable,0.5,0.01,,False
stable_strength_0.50_budget_0.025,1402.7508547782313,-111.50576237287237,4,60,4.617360200595145,-0.2151454624350606,73,-16.66196217592403,2.0097166489894414,-0.007907903637894176,-384.8539463453926,133,3643,2257.372242531271,4.547473508864641e-13,renormalized_weights,stable,0.5,0.025,,False
stable_strength_0.50_budget_0.050,1403.599878043745,-112.35478563838615,4,61,4.6076151569680155,-0.22489050606218974,73,-16.76956144399867,2.00961491646385,-0.008009636163485379,-389.8049631683389,134,3643,2330.2142440758444,4.547473508864641e-13,renormalized_weights,stable,0.5,0.05,,False
regime_strength_0.75_budget_0.010,1436.419515737684,-145.17442333232498,5,70,4.627853628413859,-0.2046520346163465,87,-20.085773208505202,2.0090326135494427,-0.008591939077892796,-418.14389910380123,157,3643,2443.5372847213735,4.547473508864641e-13,renormalized_weights,regime,0.75,0.01,,False
stable_strength_0.75_budget_0.010,1441.777806360215,-150.53271395485604,5,70,4.6227164730674986,-0.20978918996270668,96,-20.621757686093588,2.0087669217645154,-0.008857630862820098,-431.07432120085286,166,3643,2489.5859623471115,4.547473508864641e-13,renormalized_weights,stable,0.75,0.01,,False
regime_strength_0.75_budget_0.025,1452.531417902251,-161.286325496892,5,75,4.567970398692346,-0.26453526433785957,99,-24.601280589697694,2.0078593088407297,-0.009765243786605815,-475.24511936273484,174,3643,2988.8566148253503,4.547473508864641e-13,renormalized_weights,regime,0.75,0.025,,False
regime_strength_0.75_budget_0.050,1454.5715700997534,-163.3264776943945,5,76,4.5419666960771705,-0.2905389669530347,100,-24.919044821954913,2.0076093007975455,-0.010015251829790017,-487.4122608003672,176,3643,3186.6540155967123,4.547473508864641e-13,renormalized_weights,regime,0.75,0.05,,False
stable_strength_0.75_budget_0.025,1457.8465669405894,-166.6014745352304,6,75,4.5618420562550925,-0.2706636067751127,105,-23.945505791056917,2.007552796511788,-0.010071756115547448,-490.16215487534646,180,3643,3041.7528124190203,4.547473508864641e-13,renormalized_weights,stable,0.75,0.025,,False
stable_strength_0.75_budget_0.050,1459.9675487744096,-168.72245636905063,6,76,4.5362195653941875,-0.29628609763601776,106,-24.2360217612229,2.007309068325545,-0.010315484301790523,-502.0236745152215,182,3643,3237.829418072163,4.547473508864641e-13,renormalized_weights,stable,0.75,0.05,,False
regime_strength_1.00_budget_0.010,1467.5994605687035,-176.3543681633446,5,79,4.606937539922631,-0.2255681231075739,110,-21.777162049622575,2.008337302553344,-0.009287250073991338,-451.98259935094393,189,3643,2852.433784586393,4.547473508864641e-13,renormalized_weights,regime,1.0,0.01,,False
stable_strength_1.00_budget_0.010,1474.2645338970551,-183.01944149169617,5,80,4.600153296864595,-0.2323523661656104,115,-23.366595720980968,2.007981018282679,-0.00964353434465659,-469.32188595141633,195,3643,2919.4018741912078,4.547473508864641e-13,renormalized_weights,stable,1.0,0.01,,False
regime_strength_1.00_budget_0.025,1498.6807035785157,-207.43561117315676,6,85,4.534618602984725,-0.29788706004547993,136,-30.84740200449164,2.006707608251952,-0.010916944375383597,-531.2949319167819,221,3643,3591.04050701749,4.547473508864641e-13,renormalized_weights,regime,1.0,0.025,,False
stable_strength_1.00_budget_0.025,1506.5155967233545,-215.27050431799557,6,87,4.525090599139311,-0.3074150638908941,136,-30.59660161912393,2.0062340256202136,-0.011390527007121953,-554.342777855607,223,3643,3682.6392283976024,4.547473508864641e-13,renormalized_weights,stable,1.0,0.025,,False
regime_strength_1.00_budget_0.050,1501.3653288895405,-210.12023648418153,6,87,4.498993571166187,-0.3335120918640184,138,-31.166677392102883,2.0063638953831417,-0.011260657244193784,-548.0224061031768,225,3643,3870.0724382538383,4.547473508864641e-13,renormalized_weights,regime,1.0,0.05,,False
stable_strength_1.00_budget_0.050,1509.2283574250637,-217.98326501970473,6,89,4.489947299052105,-0.34255836397810047,138,-30.935772444957593,2.0059011534067466,-0.01172339922058896,-570.5426698684169,227,3643,3958.7968938358244,4.547473508864641e-13,renormalized_weights,stable,1.0,0.05,,False
