scenario,stockout_shortfall_after,stockout_shortfall_reduction,stockout_cases_fixed,stockout_new_underforecast,normal_mae_after,normal_mae_delta,normal_new_underforecast,recurrent_shortfall_reduction,universe_mae_after,universe_mae_delta,universe_shortfall_delta,universe_new_underforecast,eligible_rows,shifted_units,max_bakery_total_delta,allocation_method,signal_mode,strength,budget,donor_rule,passes_gates
positive_capacity_regime_q90m05_strength_1.00_budget_0.0025,1289.4018876682028,1.8432047371561566,0,0,4.830447367030535,-0.002058295999670001,0,0.7716331665976099,2.0173053637472202,-0.00031918888011528423,-15.53396522856201,0,3643,32.386951944606636,0.0,positive_capacity,regime,1.0,0.0025,q90m05,True
positive_capacity_regime_q90m05_strength_1.00_budget_0.0050,1289.4018876682028,1.8432047371561566,0,0,4.830447367030535,-0.002058295999670001,0,0.7716331665976099,2.0173053637472202,-0.00031918888011528423,-15.53396522856201,0,3643,32.386951944606636,0.0,positive_capacity,regime,1.0,0.005,q90m05,True
positive_capacity_regime_q90m05_strength_1.00_budget_0.0100,1289.4018876682028,1.8432047371561566,0,0,4.830447367030535,-0.002058295999670001,0,0.7716331665976099,2.0173053637472202,-0.00031918888011528423,-15.53396522856201,0,3643,32.386951944606636,0.0,positive_capacity,regime,1.0,0.01,q90m05,True
positive_capacity_stable_q90m05_strength_1.00_budget_0.0025,1289.3468317375202,1.8982606678387128,0,0,4.8301622817723215,-0.002343381257883692,0,0.7625575051427518,2.017283667970651,-0.0003408846566843593,-16.589833586855093,0,3643,32.0144078960238,0.0,positive_capacity,stable,1.0,0.0025,q90m05,True
positive_capacity_stable_q90m05_strength_1.00_budget_0.0050,1289.3468317375202,1.8982606678387128,0,0,4.8301622817723215,-0.002343381257883692,0,0.7625575051427518,2.017283667970651,-0.0003408846566843593,-16.589833586855093,0,3643,32.0144078960238,0.0,positive_capacity,stable,1.0,0.005,q90m05,True
positive_capacity_stable_q90m05_strength_1.00_budget_0.0100,1289.3468317375202,1.8982606678387128,0,0,4.8301622817723215,-0.002343381257883692,0,0.7625575051427518,2.017283667970651,-0.0003408846566843593,-16.589833586855093,0,3643,32.0144078960238,0.0,positive_capacity,stable,1.0,0.01,q90m05,True
positive_capacity_regime_q90m05_strength_0.75_budget_0.0025,1289.8004403140117,1.4446520913472796,0,0,4.830824038321286,-0.0016816247089188607,0,0.5795749721678476,2.017353979478719,-0.0002705731486165597,-13.167983423743863,0,3643,27.48388921291309,2.2737367544323206e-13,positive_capacity,regime,0.75,0.0025,q90m05,True
positive_capacity_regime_q90m05_strength_0.75_budget_0.0050,1289.8004403140117,1.4446520913472796,0,0,4.830824038321286,-0.0016816247089188607,0,0.5795749721678476,2.017353979478719,-0.0002705731486165597,-13.167983423743863,0,3643,27.48388921291309,2.2737367544323206e-13,positive_capacity,regime,0.75,0.005,q90m05,True
positive_capacity_regime_q90m05_strength_0.75_budget_0.0100,1289.8004403140117,1.4446520913472796,0,0,4.830824038321286,-0.0016816247089188607,0,0.5795749721678476,2.017353979478719,-0.0002705731486165597,-13.167983423743863,0,3643,27.48388921291309,2.2737367544323206e-13,positive_capacity,regime,0.75,0.01,q90m05,True
positive_capacity_stable_q90m05_strength_0.75_budget_0.0025,1289.7611013337175,1.4839910716414124,0,0,4.830607196946847,-0.0018984660833583078,0,0.5711174728729134,2.0173339374082944,-0.00029061521904116816,-14.143370865072939,0,3643,27.528536687266367,2.2737367544323206e-13,positive_capacity,stable,0.75,0.0025,q90m05,True
positive_capacity_stable_q90m05_strength_0.75_budget_0.0050,1289.7611013337175,1.4839910716414124,0,0,4.830607196946847,-0.0018984660833583078,0,0.5711174728729134,2.0173339374082944,-0.00029061521904116816,-14.143370865072939,0,3643,27.528536687266367,2.2737367544323206e-13,positive_capacity,stable,0.75,0.005,q90m05,True
positive_capacity_stable_q90m05_strength_0.75_budget_0.0100,1289.7611013337175,1.4839910716414124,0,0,4.830607196946847,-0.0018984660833583078,0,0.5711174728729134,2.0173339374082944,-0.00029061521904116816,-14.143370865072939,0,3643,27.528536687266367,2.2737367544323206e-13,positive_capacity,stable,0.75,0.01,q90m05,True
positive_capacity_regime_q90m05_strength_0.50_budget_0.0025,1290.222998545261,1.022093860098039,0,0,4.831158267734358,-0.0013473952958475977,0,0.39483628528586223,2.017414731903372,-0.00020982072396336093,-10.211345173127484,0,3643,21.05727243674472,2.2737367544323206e-13,positive_capacity,regime,0.5,0.0025,q90m05,True
positive_capacity_regime_q90m05_strength_0.50_budget_0.0050,1290.222998545261,1.022093860098039,0,0,4.831158267734358,-0.0013473952958475977,0,0.39483628528586223,2.017414731903372,-0.00020982072396336093,-10.211345173127484,0,3643,21.05727243674472,2.2737367544323206e-13,positive_capacity,regime,0.5,0.005,q90m05,True
positive_capacity_regime_q90m05_strength_0.50_budget_0.0100,1290.222998545261,1.022093860098039,0,0,4.831158267734358,-0.0013473952958475977,0,0.39483628528586223,2.017414731903372,-0.00020982072396336093,-10.211345173127484,0,3643,21.05727243674472,2.2737367544323206e-13,positive_capacity,regime,0.5,0.01,q90m05,True
positive_capacity_stable_q90m05_strength_0.50_budget_0.0025,1290.198559639059,1.0465327662998334,0,0,4.830999741326279,-0.0015059217039263828,0,0.3876110381050353,2.0173967272316498,-0.00022782539568577675,-11.087578531834879,0,3643,21.456809736417327,2.2737367544323206e-13,positive_capacity,stable,0.5,0.0025,q90m05,True
positive_capacity_stable_q90m05_strength_0.50_budget_0.0050,1290.198559639059,1.0465327662998334,0,0,4.830999741326279,-0.0015059217039263828,0,0.3876110381050353,2.0173967272316498,-0.00022782539568577675,-11.087578531834879,0,3643,21.456809736417327,2.2737367544323206e-13,positive_capacity,stable,0.5,0.005,q90m05,True
positive_capacity_stable_q90m05_strength_0.50_budget_0.0100,1290.198559639059,1.0465327662998334,0,0,4.830999741326279,-0.0015059217039263828,0,0.3876110381050353,2.0173967272316498,-0.00022782539568577675,-11.087578531834879,0,3643,21.456809736417327,2.2737367544323206e-13,positive_capacity,stable,0.5,0.01,q90m05,True
positive_capacity_regime_q90m10_strength_1.00_budget_0.0025,1289.9704871116196,1.2746052937393415,0,0,4.830908709436961,-0.0015969535932445211,0,0.3570440969903075,2.0173831703574145,-0.00024138226992098666,-11.74735093023628,0,3643,21.977086461610078,2.2737367544323206e-13,positive_capacity,regime,1.0,0.0025,q90m10,True
positive_capacity_regime_q90m10_strength_1.00_budget_0.0050,1289.9704871116196,1.2746052937393415,0,0,4.830908709436961,-0.0015969535932445211,0,0.3570440969903075,2.0173831703574145,-0.00024138226992098666,-11.74735093023628,0,3643,21.977086461610078,2.2737367544323206e-13,positive_capacity,regime,1.0,0.005,q90m10,True
positive_capacity_regime_q90m10_strength_1.00_budget_0.0100,1289.9704871116196,1.2746052937393415,0,0,4.830908709436961,-0.0015969535932445211,0,0.3570440969903075,2.0173831703574145,-0.00024138226992098666,-11.74735093023628,0,3643,21.977086461610078,2.2737367544323206e-13,positive_capacity,regime,1.0,0.01,q90m10,True
positive_capacity_regime_q90m10_strength_0.75_budget_0.0025,1290.1780436099202,1.0670487954387227,0,0,4.831245441245224,-0.001260221784980864,0,0.34975058634989864,2.017419376885276,-0.0002051757420593603,-9.985287838804652,0,3643,18.659197899831472,2.2737367544323206e-13,positive_capacity,regime,0.75,0.0025,q90m10,True
positive_capacity_regime_q90m10_strength_0.75_budget_0.0050,1290.1780436099202,1.0670487954387227,0,0,4.831245441245224,-0.001260221784980864,0,0.34975058634989864,2.017419376885276,-0.0002051757420593603,-9.985287838804652,0,3643,18.659197899831472,2.2737367544323206e-13,positive_capacity,regime,0.75,0.005,q90m10,True
positive_capacity_regime_q90m10_strength_0.75_budget_0.0100,1290.1780436099202,1.0670487954387227,0,0,4.831245441245224,-0.001260221784980864,0,0.34975058634989864,2.017419376885276,-0.0002051757420593603,-9.985287838804652,0,3643,18.659197899831472,2.2737367544323206e-13,positive_capacity,regime,0.75,0.01,q90m10,True
positive_capacity_stable_q90m10_strength_1.00_budget_0.0025,1289.981205441698,1.2638869636609797,0,0,4.830654735914856,-0.0018509271153490658,0,0.34632576691200256,2.0173761960876875,-0.0002483565396480536,-12.086767715052702,0,3643,20.576037339487264,2.2737367544323206e-13,positive_capacity,stable,1.0,0.0025,q90m10,True
positive_capacity_stable_q90m10_strength_1.00_budget_0.0050,1289.981205441698,1.2638869636609797,0,0,4.830654735914856,-0.0018509271153490658,0,0.34632576691200256,2.0173761960876875,-0.0002483565396480536,-12.086767715052702,0,3643,20.576037339487264,2.2737367544323206e-13,positive_capacity,stable,1.0,0.005,q90m10,True
positive_capacity_stable_q90m10_strength_1.00_budget_0.0100,1289.981205441698,1.2638869636609797,0,0,4.830654735914856,-0.0018509271153490658,0,0.34632576691200256,2.0173761960876875,-0.0002483565396480536,-12.086767715052702,0,3643,20.576037339487264,2.2737367544323206e-13,positive_capacity,stable,1.0,0.01,q90m10,True
positive_capacity_regime_q90m10_strength_0.50_budget_0.0025,1290.4283099891097,0.8167824162492252,0,0,4.831697473060529,-0.000808189969676576,0,0.34217468802631856,2.0174683288614537,-0.00015622376588186881,-7.602942014171276,0,3643,14.736540138231621,2.2737367544323206e-13,positive_capacity,regime,0.5,0.0025,q90m10,True
positive_capacity_regime_q90m10_strength_0.50_budget_0.0050,1290.4283099891097,0.8167824162492252,0,0,4.831697473060529,-0.000808189969676576,0,0.34217468802631856,2.0174683288614537,-0.00015622376588186881,-7.602942014171276,0,3643,14.736540138231621,2.2737367544323206e-13,positive_capacity,regime,0.5,0.005,q90m10,True
positive_capacity_regime_q90m10_strength_0.50_budget_0.0100,1290.4283099891097,0.8167824162492252,0,0,4.831697473060529,-0.000808189969676576,0,0.34217468802631856,2.0174683288614537,-0.00015622376588186881,-7.602942014171276,0,3643,14.736540138231621,2.2737367544323206e-13,positive_capacity,regime,0.5,0.01,q90m10,True
positive_capacity_stable_q90m10_strength_0.75_budget_0.0025,1290.178150681802,1.0669417235569654,0,0,4.831076368137565,-0.0014292948926399873,0,0.3390955336120669,2.017414334976469,-0.0002102176508667064,-10.230662414731341,0,3643,17.67361731946279,2.2737367544323206e-13,positive_capacity,stable,0.75,0.0025,q90m10,True
positive_capacity_stable_q90m10_strength_0.75_budget_0.0050,1290.178150681802,1.0669417235569654,0,0,4.831076368137565,-0.0014292948926399873,0,0.3390955336120669,2.017414334976469,-0.0002102176508667064,-10.230662414731341,0,3643,17.67361731946279,2.2737367544323206e-13,positive_capacity,stable,0.75,0.005,q90m10,True
positive_capacity_stable_q90m10_strength_0.75_budget_0.0100,1290.178150681802,1.0669417235569654,0,0,4.831076368137565,-0.0014292948926399873,0,0.3390955336120669,2.017414334976469,-0.0002102176508667064,-10.230662414731341,0,3643,17.67361731946279,2.2737367544323206e-13,positive_capacity,stable,0.75,0.01,q90m10,True
positive_capacity_stable_q90m10_strength_0.50_budget_0.0025,1290.411843027704,0.8332493776549654,0,0,4.831597945954781,-0.0009077170754245856,0,0.33164577312339816,2.017464254148233,-0.00016029847910248307,-7.801246082497528,0,3643,14.232615124957924,2.2737367544323206e-13,positive_capacity,stable,0.5,0.0025,q90m10,True
positive_capacity_stable_q90m10_strength_0.50_budget_0.0050,1290.411843027704,0.8332493776549654,0,0,4.831597945954781,-0.0009077170754245856,0,0.33164577312339816,2.017464254148233,-0.00016029847910248307,-7.801246082497528,0,3643,14.232615124957924,2.2737367544323206e-13,positive_capacity,stable,0.5,0.005,q90m10,True
positive_capacity_stable_q90m10_strength_0.50_budget_0.0100,1290.411843027704,0.8332493776549654,0,0,4.831597945954781,-0.0009077170754245856,0,0.33164577312339816,2.017464254148233,-0.00016029847910248307,-7.801246082497528,0,3643,14.232615124957924,2.2737367544323206e-13,positive_capacity,stable,0.5,0.01,q90m10,True
positive_capacity_regime_q90m05_strength_0.25_budget_0.0025,1290.7249436158222,0.5201487895367336,0,0,4.83171019344987,-0.000795469580335606,0,0.2073769085271806,2.017502554133001,-0.00012199849433436327,-5.93730072377366,0,3643,12.596918889057763,2.2737367544323206e-13,positive_capacity,regime,0.25,0.0025,q90m05,True
positive_capacity_regime_q90m05_strength_0.25_budget_0.0050,1290.7249436158222,0.5201487895367336,0,0,4.83171019344987,-0.000795469580335606,0,0.2073769085271806,2.017502554133001,-0.00012199849433436327,-5.93730072377366,0,3643,12.596918889057763,2.2737367544323206e-13,positive_capacity,regime,0.25,0.005,q90m05,True
positive_capacity_regime_q90m05_strength_0.25_budget_0.0100,1290.7249436158222,0.5201487895367336,0,0,4.83171019344987,-0.000795469580335606,0,0.2073769085271806,2.017502554133001,-0.00012199849433436327,-5.93730072377366,0,3643,12.596918889057763,2.2737367544323206e-13,positive_capacity,regime,0.25,0.01,q90m05,True
positive_capacity_stable_q90m05_strength_0.25_budget_0.0025,1290.7111505380494,0.5339418673095224,0,0,4.831573005249074,-0.0009326577811314962,0,0.20543734217278597,2.0174879242696764,-0.00013662835765915204,-6.6492922822071705,0,3643,13.002827430912586,2.2737367544323206e-13,positive_capacity,stable,0.25,0.0025,q90m05,True
positive_capacity_stable_q90m05_strength_0.25_budget_0.0050,1290.7111505380494,0.5339418673095224,0,0,4.831573005249074,-0.0009326577811314962,0,0.20543734217278597,2.0174879242696764,-0.00013662835765915204,-6.6492922822071705,0,3643,13.002827430912586,2.2737367544323206e-13,positive_capacity,stable,0.25,0.005,q90m05,True
positive_capacity_stable_q90m05_strength_0.25_budget_0.0100,1290.7111505380494,0.5339418673095224,0,0,4.831573005249074,-0.0009326577811314962,0,0.20543734217278597,2.0174879242696764,-0.00013662835765915204,-6.6492922822071705,0,3643,13.002827430912586,2.2737367544323206e-13,positive_capacity,stable,0.25,0.01,q90m05,True
positive_capacity_regime_q90m10_strength_0.25_budget_0.0025,1290.8219254420028,0.42316696335615234,0,0,4.832126184450152,-0.0003794785800534939,0,0.18760885865958699,2.017536377901986,-8.817472534961013e-05,-4.291199358573067,0,3643,8.576559424617411,2.2737367544323206e-13,positive_capacity,regime,0.25,0.0025,q90m10,True
positive_capacity_regime_q90m10_strength_0.25_budget_0.0050,1290.8219254420028,0.42316696335615234,0,0,4.832126184450152,-0.0003794785800534939,0,0.18760885865958699,2.017536377901986,-8.817472534961013e-05,-4.291199358573067,0,3643,8.576559424617411,2.2737367544323206e-13,positive_capacity,regime,0.25,0.005,q90m10,True
positive_capacity_regime_q90m10_strength_0.25_budget_0.0100,1290.8219254420028,0.42316696335615234,0,0,4.832126184450152,-0.0003794785800534939,0,0.18760885865958699,2.017536377901986,-8.817472534961013e-05,-4.291199358573067,0,3643,8.576559424617411,2.2737367544323206e-13,positive_capacity,regime,0.25,0.01,q90m10,True
positive_capacity_stable_q90m10_strength_0.25_budget_0.0025,1290.8117894654006,0.43330293995836655,0,0,4.832100255020512,-0.0004054080096933532,0,0.18201219113461775,2.0175337265874056,-9.082603992993654e-05,-4.42023088526912,0,3643,8.526447822392836,2.2737367544323206e-13,positive_capacity,stable,0.25,0.0025,q90m10,True
positive_capacity_stable_q90m10_strength_0.25_budget_0.0050,1290.8117894654006,0.43330293995836655,0,0,4.832100255020512,-0.0004054080096933532,0,0.18201219113461775,2.0175337265874056,-9.082603992993654e-05,-4.42023088526912,0,3643,8.526447822392836,2.2737367544323206e-13,positive_capacity,stable,0.25,0.005,q90m10,True
positive_capacity_stable_q90m10_strength_0.25_budget_0.0100,1290.8117894654006,0.43330293995836655,0,0,4.832100255020512,-0.0004054080096933532,0,0.18201219113461775,2.0175337265874056,-9.082603992993654e-05,-4.42023088526912,0,3643,8.526447822392836,2.2737367544323206e-13,positive_capacity,stable,0.25,0.01,q90m10,True
positive_capacity_stable_q90m20_strength_0.50_budget_0.0025,1291.2327850983932,0.01230730696579485,0,0,4.831670990565653,-0.0008346724645518222,0,0.01230730696562432,2.0175608457721808,-6.370685515477703e-05,-3.100421519819065,0,3643,4.291813236514352,2.2737367544323206e-13,positive_capacity,stable,0.5,0.0025,q90m20,True
positive_capacity_stable_q90m20_strength_0.50_budget_0.0050,1291.2327850983932,0.01230730696579485,0,0,4.831670990565653,-0.0008346724645518222,0,0.01230730696562432,2.0175608457721808,-6.370685515477703e-05,-3.100421519819065,0,3643,4.291813236514352,2.2737367544323206e-13,positive_capacity,stable,0.5,0.005,q90m20,True
positive_capacity_stable_q90m20_strength_0.50_budget_0.0100,1291.2327850983932,0.01230730696579485,0,0,4.831670990565653,-0.0008346724645518222,0,0.01230730696562432,2.0175608457721808,-6.370685515477703e-05,-3.100421519819065,0,3643,4.291813236514352,2.2737367544323206e-13,positive_capacity,stable,0.5,0.01,q90m20,True
positive_capacity_regime_q90m20_strength_0.50_budget_0.0025,1291.2327850983932,0.01230730696579485,0,0,4.83171697442759,-0.0007886886026149398,0,0.01230730696562432,2.0175618185311355,-6.273409620005665e-05,-3.0530802597641014,0,3643,4.672994970825326,2.2737367544323206e-13,positive_capacity,regime,0.5,0.0025,q90m20,True
positive_capacity_regime_q90m20_strength_0.50_budget_0.0050,1291.2327850983932,0.01230730696579485,0,0,4.83171697442759,-0.0007886886026149398,0,0.01230730696562432,2.0175618185311355,-6.273409620005665e-05,-3.0530802597641014,0,3643,4.672994970825326,2.2737367544323206e-13,positive_capacity,regime,0.5,0.005,q90m20,True
positive_capacity_regime_q90m20_strength_0.50_budget_0.0100,1291.2327850983932,0.01230730696579485,0,0,4.83171697442759,-0.0007886886026149398,0,0.01230730696562432,2.0175618185311355,-6.273409620005665e-05,-3.0530802597641014,0,3643,4.672994970825326,2.2737367544323206e-13,positive_capacity,regime,0.5,0.01,q90m20,True
positive_capacity_stable_q90m20_strength_0.25_budget_0.0025,1291.2344488327549,0.01064357260406723,0,0,4.832025875096839,-0.0004797879333660049,0,0.010643572603953544,2.017584830327926,-3.972229940973904e-05,-1.933165145368548,0,3643,2.6149672432989948,0.0,positive_capacity,stable,0.25,0.0025,q90m20,True
positive_capacity_stable_q90m20_strength_0.25_budget_0.0050,1291.2344488327549,0.01064357260406723,0,0,4.832025875096839,-0.0004797879333660049,0,0.010643572603953544,2.017584830327926,-3.972229940973904e-05,-1.933165145368548,0,3643,2.6149672432989948,0.0,positive_capacity,stable,0.25,0.005,q90m20,True
positive_capacity_stable_q90m20_strength_0.25_budget_0.0100,1291.2344488327549,0.01064357260406723,0,0,4.832025875096839,-0.0004797879333660049,0,0.010643572603953544,2.017584830327926,-3.972229940973904e-05,-1.933165145368548,0,3643,2.6149672432989948,0.0,positive_capacity,stable,0.25,0.01,q90m20,True
positive_capacity_regime_q90m20_strength_0.25_budget_0.0025,1291.2344488327549,0.01064357260406723,0,0,4.8320488219277795,-0.0004568411024257202,0,0.010643572603953544,2.0175853116629523,-3.924096438323588e-05,-1.9097400136233773,0,3643,2.8046152344916884,0.0,positive_capacity,regime,0.25,0.0025,q90m20,True
positive_capacity_regime_q90m20_strength_0.25_budget_0.0050,1291.2344488327549,0.01064357260406723,0,0,4.8320488219277795,-0.0004568411024257202,0,0.010643572603953544,2.0175853116629523,-3.924096438323588e-05,-1.9097400136233773,0,3643,2.8046152344916884,0.0,positive_capacity,regime,0.25,0.005,q90m20,True
positive_capacity_regime_q90m20_strength_0.25_budget_0.0100,1291.2344488327549,0.01064357260406723,0,0,4.8320488219277795,-0.0004568411024257202,0,0.010643572603953544,2.0175853116629523,-3.924096438323588e-05,-1.9097400136233773,0,3643,2.8046152344916884,0.0,positive_capacity,regime,0.25,0.01,q90m20,True
positive_capacity_stable_q90m20_strength_0.75_budget_0.0025,1291.2361966296828,0.008895775676137418,0,0,4.831401388550309,-0.001104274479896361,0,0.008895775676023732,2.01754246418496,-8.208844237556079e-05,-3.994998225083691,0,3643,5.447395304092851,2.2737367544323206e-13,positive_capacity,stable,0.75,0.0025,q90m20,True
positive_capacity_stable_q90m20_strength_0.75_budget_0.0050,1291.2361966296828,0.008895775676137418,0,0,4.831401388550309,-0.001104274479896361,0,0.008895775676023732,2.01754246418496,-8.208844237556079e-05,-3.994998225083691,0,3643,5.447395304092851,2.2737367544323206e-13,positive_capacity,stable,0.75,0.005,q90m20,True
positive_capacity_stable_q90m20_strength_0.75_budget_0.0100,1291.2361966296828,0.008895775676137418,0,0,4.831401388550309,-0.001104274479896361,0,0.008895775676023732,2.01754246418496,-8.208844237556079e-05,-3.994998225083691,0,3643,5.447395304092851,2.2737367544323206e-13,positive_capacity,stable,0.75,0.01,q90m20,True
positive_capacity_regime_q90m20_strength_0.75_budget_0.0025,1291.2361966296828,0.008895775676137418,0,0,4.831480778760622,-0.0010248842695830263,0,0.008895775676023732,2.017544561298331,-7.999132900460282e-05,-3.8929380086628953,0,3643,5.982092288295737,2.2737367544323206e-13,positive_capacity,regime,0.75,0.0025,q90m20,True
