strategy,mae,wmape,bias,delta
J1_full_mean,3.3304494604442776,23.588304258455945,0.6677948919223592,0.0004494604442775163
J2_partial_0.5,3.3304494604442776,23.588304258455945,0.6677948919223592,0.0004494604442775163
J3_median,3.3304494604442776,23.588304258455945,0.6677948919223592,0.0004494604442775163
J4_censored_only,3.3304494604442776,23.588304258455945,0.6677948919223592,0.0004494604442775163
