strategy,mae,wmape,bias,delta
H1_demand_correction,3.4670545618370703,24.55582612995751,-0.3589474508814741,0.1370545618370702
H2_exclude_censored,3.5813395025780435,25.365262810013917,1.448944637122174,0.2513395025780434
H3_deficit_correction,4.123077363317122,29.20218561554232,-1.944469248232428,0.7930773633171215
