strategy,mae,wmape,bias,delta
G2_robust_rolling,3.3209529599393557,23.52104416459738,0.6632437029509036,-0.009047040060644385
G3_combined,3.3797646365578564,23.93758485632794,0.6918300755859935,0.049764636557856345
G1_remove_false_zeros,3.3935456955051633,24.035190844742917,0.6969867909044553,0.0635456955051632
